"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12","stat_13"
"947","M. Strachan","M. Strachan","WR","CAR","14","","injury-status","Final L 10-24 @ ATL","-","519.0","-","-","-","-","-","-","-","-","-","-","-"
"948","Z. Davidson","Z. Davidson","TE","BUF","7","","injury-status","Final L 16-22 @ NYJ","-","342.0","-","-","-","-","-","-","-","-","-","-","-"
"949","N. Ralston","N. Ralston","RB","","","","injury-status","BYE","-","428.0","-","-","-","-","-","-","-","-","-","-","-"
"950","H. Kampmoyer","H. Kampmoyer","TE","LAC","12","","injury-status","Final L 34-36 vs MIA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"951","E. Stove","E. Stove","WR","","","","injury-status","BYE","-","404.7","-","-","-","-","-","-","-","-","-","-","-"
"952","A. Kessman","A. Kessman","K","CAR","14","","injury-status","Final L 10-24 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"953","C. Tucker","C. Tucker","TE","","","","injury-status","BYE","-","250.7","-","-","-","-","-","-","-","-","-","-","-"
"954","A. Rose","A. Rose","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"955","L. Akers","L. Akers","WR","","","","injury-status","BYE","-","421.6","-","-","-","-","-","-","-","-","-","-","-"
"956","D. Soehner","D. Soehner","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"957","S. Scott","S. Scott","RB","","","","injury-status","BYE","-","529.5","-","-","-","-","-","-","-","-","-","-","-"
"958","B. Moore","B. Moore","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"959","R. Bussey","R. Bussey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"960","I. McKoy","I. McKoy","WR","","","","injury-status","BYE","-","545.0","-","-","-","-","-","-","-","-","-","-","-"
"961","R. Rivers","R. Rivers","QB","","","","injury-status","BYE","-","476.2","-","-","-","-","-","-","-","-","-","-","-"
"962","D. Mills","D. Mills","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"963","J. McKinley","J. McKinley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"964","B. Gaither","B. Gaither","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"965","D. Lewis","D. Lewis","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"966","J. Haydel","J. Haydel","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"967","M. Stokke","M. Stokke","RB","CAR","14","","injury-status","Final L 10-24 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"968","S. Brown","S. Brown","RB","CAR","14","","injury-status","Final L 10-24 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"969","B. Smith","B. Smith","WR","","","","injury-status","BYE","-","278.5","-","-","-","-","-","-","-","-","-","-","-"
"970","A. Lynn","A. Lynn","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"971","J. Hardy","J. Hardy","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"972","T. Vasher","T. Vasher","WR","","","","injury-status","BYE","-","454.8","-","-","-","-","-","-","-","-","-","-","-"
"973","O. Mitchell","O. Mitchell","WR","","","Ques","injury-status questionable","BYE","-","345.0","-","-","-","-","-","-","-","-","-","-","-"
"974","N. Eubanks","N. Eubanks","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"975","B. Knox","B. Knox","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"976","B. Haubeil","B. Haubeil","K","","","","injury-status","BYE","-","318.0","-","-","-","-","-","-","-","-","-","-","-"
"977","M. Forristall","M. Forristall","TE","LAR","8","Ques","injury-status questionable","Final W 30-13 @ SEA","-","261.0","-","-","-","-","-","-","-","-","-","-","-"
"978","T. Carter","T. Carter","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"979","S. Harrington","S. Harrington","TE","","","","injury-status","BYE","-","310.5","-","-","-","-","-","-","-","-","-","-","-"
"980","A. Williams","A. Williams","RB","ATL","5","","injury-status","Final W 24-10 vs CAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"981","B. Mason","B. Mason","TE","BAL","7","Ques","injury-status questionable","Final W 25-9 vs HOU","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"982","R. McMath","R. McMath","WR","DAL","10","","injury-status","Final W 40-0 @ NYG","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"983","J. Camp","J. Camp","WR","CAR","14","","injury-status","Final L 10-24 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"984","K. Baker","K. Baker","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"985","S. Hauschka","S. Hauschka","K","","","","injury-status","BYE","-","307.3","-","-","-","-","-","-","-","-","-","-","-"
"986","A. Trammell","A. Trammell","WR","LAR","8","","injury-status","Final W 30-13 @ SEA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"987","A. Nunn","A. Nunn","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"988","C. Angeline","C. Angeline","TE","","","","injury-status","BYE","-","341.0","-","-","-","-","-","-","-","-","-","-","-"
"989","B. Labelle","B. Labelle","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"990","J. Pederson","J. Pederson","TE","JAX","8","Ques","injury-status questionable","Final W 31-21 @ IND","-","380.0","-","-","-","-","-","-","-","-","-","-","-"
"991","D. Fitzpatrick","D. Fitzpatrick","WR","PIT","5","Ques","injury-status questionable","Final L 7-30 vs SF","-","575.3","-","-","-","-","-","-","-","-","-","-","-"
"992","J. Darden","J. Darden","WR","CLE","9","","injury-status","Final W 24-3 vs CIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"993","J. Harris","J. Harris","WR","JAX","8","","injury-status","Final W 31-21 @ IND","-","251.0","-","-","-","-","-","-","-","-","-","-","-"
"994","C. Williams","C. Williams","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"995","D. Roberson","D. Roberson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"996","S. Reyes","S. Reyes","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"997","M. Sexton","M. Sexton","WR","","","","injury-status","BYE","-","608.5","-","-","-","-","-","-","-","-","-","-","-"
"998","M. Simon","M. Simon","WR","CAR","14","","injury-status","Final L 10-24 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"999","K. Locksley","K. Locksley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1000","D. Clark","D. Clark","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1001","J. Adams","J. Adams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1002","I. Book","I. Book","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1003","D. Newsome","D. Newsome","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1004","B. Eagles","B. Eagles","WR","","","","injury-status","BYE","-","592.0","-","-","-","-","-","-","-","-","-","-","-"
"1005","J. Ausbon","J. Ausbon","WR","","","","injury-status","BYE","-","422.2","-","-","-","-","-","-","-","-","-","-","-"
"1006","K. McClain","K. McClain","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1007","A. Watkins","A. Watkins","WR","CLE","9","","injury-status","Final W 24-3 vs CIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1008","M. Mitchell","M. Mitchell","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1009","S. Surratt","S. Surratt","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1010","D. Hazelton","D. Hazelton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1011","K. Hill","K. Hill","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1012","J. Hawkins","J. Hawkins","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1013","P. Williams","P. Williams","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1014","W. Philyor","W. Philyor","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1015","M. Stevenson","M. Stevenson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1016","J. Newman","J. Newman","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1017","B. Proehl","B. Proehl","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1018","W. Jackson","W. Jackson","WR","","","Ques","injury-status questionable","BYE","-","683.5","-","-","-","-","-","-","-","-","-","-","-"
"1019","C. Marable","C. Marable","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1020","T. Vaughns","T. Vaughns","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1021","T. Nixon","T. Nixon","WR","NE","14","","injury-status","Final L 20-25 vs PHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1022","M. Williams","M. Williams","WR","","","","injury-status","BYE","-","436.2","-","-","-","-","-","-","-","-","-","-","-"
"1023","C. Powell","C. Powell","WR","KC","10","","injury-status","Final L 20-21 vs DET","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1024","G. Doaks","G. Doaks","RB","","","","injury-status","BYE","-","447.3","-","-","-","-","-","-","-","-","-","-","-"
"1025","S. Williams","S. Williams","WR","JAX","8","Ques","injury-status questionable","Final W 31-21 @ IND","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1026","R. Boyd","R. Boyd","RB","","","","injury-status","BYE","-","346.0","-","-","-","-","-","-","-","-","-","-","-"
"1027","F. Franks","F. Franks","TE","ATL","5","","injury-status","Final W 24-10 vs CAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1028","F. Darby","F. Darby","WR","ATL","5","","injury-status","Final W 24-10 vs CAR","-","440.0","-","-","-","-","-","-","-","-","-","-","-"
"1029","H. Thedford","H. Thedford","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1030","C. Blair","C. Blair","WR","ATL","5","","injury-status","Final W 24-10 vs CAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1031","T. Russolino","T. Russolino","K","","","","injury-status","BYE","-","339.0","-","-","-","-","-","-","-","-","-","-","-"
"1032","S. Castillo","S. Castillo","K","","","","injury-status","BYE","-","340.0","-","-","-","-","-","-","-","-","-","-","-"
"1033","C. Davis","C. Davis","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1034","D. Dafney","D. Dafney","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1035","P. Quessenberry","P. Quessenberry","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1036","F. Green","F. Green","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1037","C. Harrell","C. Harrell","TE","","","","injury-status","BYE","-","465.0","-","-","-","-","-","-","-","-","-","-","-"
"1038","N. Maxwell","N. Maxwell","RB","","","","injury-status","BYE","-","473.0","-","-","-","-","-","-","-","-","-","-","-"
"1039","N. Cottrell","N. Cottrell","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1040","N. Tiano","N. Tiano","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1041","C. Slomka","C. Slomka","RB","","","","injury-status","BYE","-","294.5","-","-","-","-","-","-","-","-","-","-","-"
"1042","S. Guidry","S. Guidry","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1043","J. Burt","J. Burt","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1044","I. Zuber","I. Zuber","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1045","M. Dereus","M. Dereus","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1046","J. Hurst","J. Hurst","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1047","T. Jonsen","T. Jonsen","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1048","J. Pearson","J. Pearson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1049","M. Lynch","M. Lynch","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1050","T. McCann","T. McCann","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1051","T. Hudson","T. Hudson","TE","NO","11","Ques","injury-status questionable","Final W 16-15 vs TEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1052","K. Williams","K. Williams","WR","","","","injury-status","BYE","-","313.0","-","-","-","-","-","-","-","-","-","-","-"
"1053","M. Kinsey","M. Kinsey","WR","TEN","10","","injury-status","Final L 15-16 @ NO","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1054","C. Scarlett","C. Scarlett","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1055","T. Mabry","T. Mabry","TE","SEA","8","Ques","injury-status questionable","Final L 13-30 vs LAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1056","S. Dawkins","S. Dawkins","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1057","P. Carr","P. Carr","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1058","A. Jones","A. Jones","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1059","J. Hokit","J. Hokit","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1060","B. Rutter","B. Rutter","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1061","J. Johnson","J. Johnson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1062","S. Platzgummer","S. Platzgummer","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1063","I. Wright","I. Wright","WR","","","","injury-status","BYE","-","272.0","-","-","-","-","-","-","-","-","-","-","-"
"1064","N. Togiai","N. Togiai","TE","PHI","9","","injury-status","Final W 25-20 @ NE","-","468.0","-","-","-","-","-","-","-","-","-","-","-"
"1065","K. Tate","K. Tate","WR","","","","injury-status","BYE","-","271.0","-","-","-","-","-","-","-","-","-","-","-"
"1066","M. Bailey","M. Bailey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1067","P. Houston","P. Houston","TE","","","","injury-status","BYE","-","338.0","-","-","-","-","-","-","-","-","-","-","-"
"1068","D. Phelps","D. Phelps","WR","","","","injury-status","BYE","-","394.7","-","-","-","-","-","-","-","-","-","-","-"
"1069","R. Medaris","R. Medaris","WR","","","","injury-status","BYE","-","426.0","-","-","-","-","-","-","-","-","-","-","-"
"1070","J. Braswell","J. Braswell","WR","","","","injury-status","BYE","-","524.6","-","-","-","-","-","-","-","-","-","-","-"
"1071","G. Campbell","G. Campbell","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1072","R. John","R. John","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1073","K. Markway","K. Markway","TE","","","","injury-status","BYE","-","308.0","-","-","-","-","-","-","-","-","-","-","-"
"1074","C. Cookus","C. Cookus","QB","","","","injury-status","BYE","-","359.2","-","-","-","-","-","-","-","-","-","-","-"
"1075","J. Ward","J. Ward","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1076","S. Riley","S. Riley","WR","","","","injury-status","BYE","-","370.0","-","-","-","-","-","-","-","-","-","-","-"
"1077","W. Hastings","W. Hastings","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1078","N. Griffin-Stewart","N. Griffin-Stewart","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1079","J. Bargas","J. Bargas","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
